text,toxicity,emocao
RT @EdegarPretto Além disso cada criança se tiver necessidade receberá café da manhã e almoço antes de voltar pra casa Toda alimentaçã…,0.28004074,Positivo
O Vieira da Cunha tá com problema de memória também o @PTdoRS  @tarsogenro investiu em educação o dobro que Sartori e mais ainda que @EduardoLeite_ \nMa antipetismo é moda também @PDTRS\n#LulaOlivioEdegarRuas\n#LulaOlivioPrettoRuas\n#DebateNaBandRS,0.34042552,Positivo
Acho que uma das coisas mais tristes desse #DebateNaBandRS é pauta de EDUCAÇÃO Não sei o que é pior ouvir Eduardo Leite falando que fará isso fará aquilo e que professor ganha mais hoje É muito triste,0.54238683,Negativo
@SaberVital2 @EduardoLeite_ Bora para aonde \nSó se para o olho da rua esse canalha quebrou empresas desempregou pessoas destruiu famílias ,0.800372,Negativo
RT @LeonelRadde Onyx Caixa 2 mentindo na cara dura\nDizendo que nunca tivemos tanto emprego e estabilidade econômica Só se na casa de…,0.47102526,Negativo
RT @EdegarPretto Eu quero dizer aos gaúchos e gaúchas que se eu governador vou anular todos os atos de privatização da nossa Corsan…,0.4028394,Negativo
“Cara é ignorância” @VieiraPDT #DebateNaBandRS,0.71887034,Negativo
"@RicardoJobim30 @VieiraPDT @EdegarPretto @LulaOficial @Heinzeoficial @vicentebogo @onyxlorenzoni @jairbolsonaro @EduardoLeite_ Então @Heinzeoficial diz que falta gestão nas escolas pois algumas não tem ar condicionado e diz que irá trocar o pneu com o carro andando"" E @vieirapdt cita frase de Brizola cara é ignorância #DebateNaBandRS",0.45415178,Negativo
Até q demorou pro Vieira evocar o Véio Briza\n\n#DebateNaBandRS,0.14515181,Positivo
Parem de citar o Brizola pqp #DebateNaBandRS,0.67148936,Negativo
RT @matheuspggomes Vários temas apareceram #DebateNaBandRS  mas até agora o candidato Partido NOVO não falou de combate à fome d…,0.17473385,Positivo
@anapaulasago @bandrs @EdegarPretto Aham com o Mst apoiado pelo teu partido eles vao estar tri seguros Confia ,0.34042552,Positivo
RT @EdegarPretto Vamos rever o acordo que Eduardo Leite fez com Bolsonaro que nos condena o estado uma subordinação completa Nós quere…,0.47102526,Negativo
@MarioDCaetano1 @mariadorosario @EdegarPretto @PedroRuasPsol O rei da mentira  para ninguém esquecer  E ladrão tbm ,0.75339806,Negativo
RT @comuna_bella Eduardo Leite falando que defende mulheres gaúchas engana quem Não esquecemos Ieda Greice e Emanuele que perderam s…,0.5818546,Negativo
RT @EdegarPretto Para muitas crianças merenda é principal refeição Tenho um compromisso vou realizar um pesado investimento na educa…,0.3369688,Positivo
Para dizer que vai aplicar 1 mais na Educação o candidato tem que explicar de onde vai tirar Da Saúde #DebateNaBandRS,0.12132512,Positivo
RT @FlorbelaEspanc5 Insuportável ouvir o Onyx debate da Band Ele não está fazendo campanha para ele Está fazendo campanha para o Bols…,0.47102526,Negativo
Quando @EdegarPretto falou que vai dar café da manhã aos alunos Ora quando o @ptbrasil passou vida inteira criticando os CIEPS Brizola dizendo que escola não era refeitório @VieiraPDT \n\n#DebateNaBandRS,0.1782455,Positivo
#DebateNaBandRS #LulaOlivioPrettoRuas #RSqueOPovoQuer ,0.16834942,Positivo
"RT @fernandapsol Onix caixa dois confesso não pode falar de corrupção""  #DebateNaBandRS",0.18480541,Positivo
RT @sigamariaeunice Com o @EdegarPretto os Professores e Funcionários de Escolas vão voltar ser tratados dignamente como tem exigido o…,0.2840909,Positivo
Olha esse energúmeno Onyx falando em patriotismo Deus nos livre ‍ #DebateNaBandRS,0.74764735,Negativo
o que o governo federal fez para o brasil segundo o onx foi recuperar o patriotismo o de hitler também #DebateNaBandRS,0.41410398,Negativo
Esse candidato Edegar não fala nada que vai fazer e sim tudo que Lula e Dilma fizeram… mostra o q tu quer fazer homem #DebateNaBandRS,0.54238683,Negativo
RT @amandamoraes500 O Leite proibiu estudantes nas escolas na pandemia e agora mente que trabalhou pra trazer o jovem pra escola #Debat…,0.16654672,Positivo
Quero fazer meu protesto que mesmo com superavit da arrecadação o Gov atual não investe mais que os 12 constitucionais @VieiraPDT \n\n#DebateNaBand,0.19380507,Positivo
Onix Lorenzoni tem síndrome de mentiroso compulsivo Governo B0ls0naro deixou um rastro de desmantelamento RS e tem cara de pau de concorrer ao Piratini #DebateNaBandRS,0.9000047,Negativo
Edgar Preto relembra o uso cartão corporativo para fazer motociata ao candidato Onix #DebateNaBandRS,0.13663568,Positivo
@onyxlorenzoni Estou olhando Onyx focado demais falando Bolsonaro Acredito que o povo gaúcho esteja esperando um discurso diferente Achando todos candidatos péssimos,0.6938776,Negativo
Caixa 2 confesso não pode falar de corrupção diz @EdegarPretto para o bolsonarista Onyx #DebateNaBandRS,0.47804567,Negativo
@Heinzeoficial Sempre mais mesmo  Porto alegre como grande metrópole que é precisa de metrôtremaeromovel,0.18263854,Positivo
Onyx bolsominion REAL #DebateNaBandRS,0.4748064,Negativo
RT @DedeLulista O Rio Grande Sul está com os piores índices na Educação o @EdegarPretto foi lá e macetou Nós já governamos o estado…,0.4491967,Negativo
RT @PTpoa “O trabalhador com dinheiro bolso vai comprar mais consumir mais e aumentar demanda para roda da economia girar” @Edega…,0.10089941,Positivo
"O @onyxlorenzoni fala em  verdade mas apoia o governo que mais mente @jairbolsonaro  Se enrola pra atacar o @ptbrasil  fala em obras inacabadas"" não fez obra ou projeto Recuperar patriotismo é realização com 33 milhões com fome\n#LulaOlivioPrettoRuas\n#DebateNaBandRS",0.4028394,Negativo
Esse Onyx é maluco mané #DebateNaBandRS,0.8223625,Negativo
Qual é autoestima dos brasileiros nesses últimos 4 anos Sr Onyz  Que grande bostaaaaa #DebateNaBandRS,0.69119626,Negativo
Apoiar o governo Eduardo Leite virou ofensa #DebateNaBandRS,0.16477858,Positivo
O Instituto Flores da Cunha é símbolo casuismo desse governo Leite e Sartori Parou obra até decidir privatizar parte espaço @EdegarPretto vai terminar obra e trazer todo o Instituto de Educação de volta para casa debate da @bandrs agora,0.28280056,Positivo
RT @luizmuller #DebateNaBandRS #DebateNaBand o @EdegarPretto mostra que nos governos PT fo Tarso e Olívio o Rio Grande cresceu m…,0.15721503,Positivo
@EdegarPretto 🤜🤛,0.28004074,Positivo
"Caixa Dois confesso não pode falar em corrupção""\n\nChupa essa manga @onyxlorenzoni  seu pelego",0.54238683,Negativo
Caixa dois confesso não podem falar em corrupção @EdegarPretto coloca @onyxlorenzoni seu lugar Peleia entre o sujo e o mal lavado,0.76548433,Negativo
RT @PompeodeMattos O @VieiraPDT bateu com duas mãos \nLeite se gaba de fazer o mínimo \nO Edegar Pretto diz que vai dar café da manhã p…,0.22505458,Positivo
"Onix caixa dois confesso não pode falar de corrupção""  #DebateNaBandRS",0.19987535,Positivo
se o @onyxlorenzoni fornecer fonte da juventude todos gaúchos farei campanha\n\no bitcho tem 67 anos e parece que tem uns 40 ,0.15354952,Positivo
@AlessandraBremm @EdegarPretto @ptbrasil @VieiraPDT E por que não apoiava os CIEPS,0.16477858,Positivo
O @onyxlorenzoni falando em corrupção kkkkkkkk Vai te ferrar,0.8674699,Negativo
Olhaaaaa conversas desse @onyxlorenzoni kkkkkkkk é muito fraco,0.57824516,Negativo
Polarização representada pelas candidaturas de Ônix Lorenzoni que cita Bolsonaro cada 5 palavras e Edegar Pretto que fez questão de lembrar Lula Olívio e outros Leite pode representar um caminho alheio à dualidade mas RS isso nem sempre é bom #DebateNaBandRS,0.10456361,Positivo
Com o @EdegarPretto os Professores e Funcionários de Escolas vão voltar ser tratados dignamente como tem exigido o @Cpersoficial e @HelenirSchurer  #DebateNaBandRS #LulaOlivioEdegarRuas #LulaOlivioPrettoRuas ,0.22007021,Positivo
RT @JulianaBrizola Nossa lei sobre educação em tempo integral não é cumprida estado Leite faz parte desse quadro de abandono e descaso…,0.10667034,Positivo
Em educação gente não gasta gente investe Isso mesmo @vieirapdt \n\n#DebateNaBand,0.16477858,Positivo
O cara de fato acha que uns gados saindo pra rua vestido de verde e amarelo é um grande feito 🤦‍🤦‍🤦‍ #DebateNaBandRS,0.67148936,Negativo
MEU DEUS\nO cara PDT matou dois coelhos numa cajadada só Os coelhos caso são o Edegar Pretto e Eduardo Leite \n#debatenaband\n#debateNaBandRS,0.44905677,Negativo
Lorenzoni falando que auto estima povo brasileiro foi resgatada pelo governo Bolsonaro só se resgatou pra jogar lixo pq esse governo destruiu qualquer esperança que nosso povo tinha\n\n#DebateNaBandRS,0.71887034,Negativo
RT @lucasgertzm Não podemos mais aceitar velha política Rio Grande Sul é Edegar Pretto pra retomar esperança povo gaúcho #De…,0.34298334,Positivo
"O RS se acostumou com homens de palavra"" diz Onyx Impressão minha ou o candidato que teve o caixa 2 perdoado por Moro fez um comentário machista e homofóbico #DebateNaBandRS",0.7124183,Negativo
RT @EngZini Temos o dobro da evasão escolar da média nacional Isso é ou não é uma vergonha @VieiraPDT \n\n@EduardoLeite_ joga toda cul…,0.60089546,Negativo
RT @onyxlorenzoni O esquerdista Peninha sujeito que exala ódio e prega violência e crimes em um vídeo  não representa o Rio Grande Su…,0.86052006,Negativo
#DebateNaBandRS\nA motivação de #VieiraGovernador quando o assunto é educação é inspiradora \nAo lembrar Brizola emocionou #CaraÉaIgnorância,0.20204197,Positivo
RT @sigamariaeunice #DebateNaBandRS O @EdegarPretto mostra que Leite é Sartori deixaram Educação Quebrada 18 das escolas nem banheiro…,0.22091791,Positivo
RT @EngZini Quando @EdegarPretto falou que vai dar café da manhã aos alunos Ora quando o @ptbrasil passou vida inteira criticando o…,0.2840909,Positivo
IIIIIIHAAAAAAAAAA\n\nCAIXA DOIS CONFESSO NÃO PODE FALAR EM CORRUPÇÃO #debatenabandrs,0.54238683,Negativo
@Henriqueptpel @Heinzeoficial @onyxlorenzoni @LulaOficial @jairbolsonaro Alguém para esse homi,0.14508685,Positivo
RS existem dois campos ou tá com @LulaOficial ou tá com @jairbolsonaro  @onyxlorenzoni \n\nAqui tem @cirogomes também @onyxlorenzoni E ao invés de toalhas para passar pano gente tem Projeto Nacional de Desenvolvimento\n\n#DebateNaBandRS,0.17891175,Positivo
Onix falando sobre homem de palavra hahahaha  #DebateNaBandRS,0.21664919,Positivo
Onyx nao sabe nada de nada\neleição regional é regional nao tem nada ver com cenário nacional\nninguém quer nem Bolsonaro presidente muito menos Bolsonaro governador\n#DebateNaBandRS,0.4752405,Negativo
#DebateNaBandRS\nLeite mente\nProf não ganham piso \nGanham teto Mínino Uma vergonha\nAcabou com nosso plano de carreira Fora Leite,0.6959239,Negativo
RT @bandrs Edegar Pretto PT chegando na Band RS #DebateNaBand #DebateNaBandRS ,0.22660503,Positivo
"RT @Valdeci13rs Se Deus quiser vou eleger governador e eu vou anular todos os atos de privatização da nossa Corsan"" afirma @EdegarPr…",0.15506357,Positivo
O @onyxlorenzoni debate não tira bola bolsonaro da boca e não responde perguntas,0.54238683,Negativo
RT @FlorbelaEspanc5 Eduardo Leite vc deixou escolas públicas RS sucateadas SUCATEADAS Pare de mentir Coisa de moleque Tome verg…,0.800372,Negativo
O @VieiraPDT bateu com duas mãos \nLeite se gaba de fazer o mínimo \nO Edegar Pretto diz que vai dar café da manhã para crianças enquanto o PT passou vida desmerecendo Brizola e os CIEPs que garantiam educação em tempo integral\n\n“CIEP não é caro cara é ignorância”,0.67148936,Negativo
@EduardoLeite_ E os plebiscitos,0.21570751,Positivo
Tabelinha entre Edegar Pretto PT e Onyx Lorenzoni PL para bater em Eduardo Leite\n\nDepois ja voltou o Lula X Bolsonaro de sempre\n\n#DebateNaBandRS,0.43002537,Negativo
@wmfigueiredo @EduardoLeite_ Vai ajudá-lo fechar gôndolas de supermercados ,0.6938776,Negativo
@EduardoLeite_ Obrigado @jairbolsonaro por salvar o Estado de governador tão ruim,0.2840909,Positivo
esse onix da vontade de vomitar meh deus #DebateNaBandRS,0.7713128,Negativo
Onyx jura que o partido dele rompeu com governo há dois anos lembrando que Onyx não era PL há dois anos atrás viu galera E volta fazer propaganda governo Jair #DebateNaBandRS,0.16477858,Positivo
@EdegarPretto @LulaOficial @olivio_dutra @PedroRuasPsol Deixa eles se matarem e fala das propostas,0.74192935,Negativo
RT @EdegarPretto Sou o candidato presidente @LulaOficial RS \nAo lado de @PedroRuasPsol e @olivio_dutra nós representamos uma fr…,0.2227339,Positivo
RT @ruirapina3 @onyxlorenzoni está muito bem debate até aqui Firme tranquilo respondendo tom adequado à camarilha esquerdista 🤡…,0.54238683,Negativo
Heinze vestido todo de preto se destaca entre os bolsonaristas como se fosse o mais sério Onyx é o raivosinho relativista O #DebatenaBandRS segue retórico,0.67148936,Negativo
O cara era ministro Bolsonaro e diz que trabalha com verdade kkkkkkkkkkkkk #DebateNaBandRS,0.24023642,Positivo
RT @sigamariaeunice Muita cara de Pau Leite falar em mulheres  Foi o PT que criou Secretaria Especial dos direitos das mulheres e o…,0.83744454,Negativo
irrita debate pq ficam só gritedo Proposta que é bom nada Parecem aqueles fornecedores que iam visitar e ficavam falando mal concorrente em vez de mostrar seus trabalhos #DebateNaBandRS,0.57962215,Negativo
@arqdanielleite @EduardoLeite_ Só se preparado para fechar gôndolas de supermercados ,0.58131814,Negativo
"@VieiraPDT citando Brizola debate para o governo RS\n""Em educação gente não gasta gente investe""\n\n#PrefiroCiroeAnaPaula \n#Vieira12Governador ",0.27263576,Positivo
RT @sigamariaeunice O Leite mentindo de novo Não fez nada pra resolver problemas transporte urbano Temos passagens de ônibus mais…,0.47102526,Negativo
RT @EdegarPretto Além disso cada criança se tiver necessidade receberá café da manhã e almoço antes de voltar pra casa Toda alimentaçã…,0.28004074,Positivo
O Vieira da Cunha tá com problema de memória também o @PTdoRS  @tarsogenro investiu em educação o dobro que Sartori e mais ainda que @EduardoLeite_ \nMa antipetismo é moda também @PDTRS\n#LulaOlivioEdegarRuas\n#LulaOlivioPrettoRuas\n#DebateNaBandRS,0.34042552,Positivo
Acho que uma das coisas mais tristes desse #DebateNaBandRS é pauta de EDUCAÇÃO Não sei o que é pior ouvir Eduardo Leite falando que fará isso fará aquilo e que professor ganha mais hoje É muito triste,0.54238683,Negativo
@SaberVital2 @EduardoLeite_ Bora para aonde \nSó se para o olho da rua esse canalha quebrou empresas desempregou pessoas destruiu famílias ,0.800372,Negativo
RT @LeonelRadde Onyx Caixa 2 mentindo na cara dura\nDizendo que nunca tivemos tanto emprego e estabilidade econômica Só se na casa de…,0.47102526,Negativo
RT @EdegarPretto Eu quero dizer aos gaúchos e gaúchas que se eu governador vou anular todos os atos de privatização da nossa Corsan…,0.4028394,Negativo
“Cara é ignorância” @VieiraPDT #DebateNaBandRS,0.71887034,Negativo
"@RicardoJobim30 @VieiraPDT @EdegarPretto @LulaOficial @Heinzeoficial @vicentebogo @onyxlorenzoni @jairbolsonaro @EduardoLeite_ Então @Heinzeoficial diz que falta gestão nas escolas pois algumas não tem ar condicionado e diz que irá trocar o pneu com o carro andando"" E @vieirapdt cita frase de Brizola cara é ignorância #DebateNaBandRS",0.45415178,Negativo
Até q demorou pro Vieira evocar o Véio Briza\n\n#DebateNaBandRS,0.14515181,Positivo
Parem de citar o Brizola pqp #DebateNaBandRS,0.67148936,Negativo
RT @matheuspggomes Vários temas apareceram #DebateNaBandRS  mas até agora o candidato Partido NOVO não falou de combate à fome d…,0.17473385,Positivo
@anapaulasago @bandrs @EdegarPretto Aham com o Mst apoiado pelo teu partido eles vao estar tri seguros Confia ,0.34042552,Positivo
RT @EdegarPretto Vamos rever o acordo que Eduardo Leite fez com Bolsonaro que nos condena o estado uma subordinação completa Nós quere…,0.47102526,Negativo
@MarioDCaetano1 @mariadorosario @EdegarPretto @PedroRuasPsol O rei da mentira  para ninguém esquecer  E ladrão tbm ,0.75339806,Negativo
RT @AndersonBrum01 O candidato pergunta pro Onyx sobre propostas para saúde e ele responde falando sobre Bolsonaro kkkkk que piada #Deb…,0.28399035,Positivo
RT @comuna_bella Eduardo Leite falando que defende mulheres gaúchas engana quem Não esquecemos Ieda Greice e Emanuele que perderam s…,0.5818546,Negativo
RT @onyxlorenzoni Rapaziada daqui pouco Segue o link pro debate que começa às 21h \n\n,0.09103047,Neutro
@EdegarPretto @betiduarte #LulaOlivioPrettoRuas \n#LulaNoPrimeiroTurno,0.34042552,Positivo
RT @EdegarPretto Para muitas crianças merenda é principal refeição Tenho um compromisso vou realizar um pesado investimento na educa…,0.3369688,Positivo
Para dizer que vai aplicar 1 mais na Educação o candidato tem que explicar de onde vai tirar Da Saúde #DebateNaBandRS,0.12132512,Positivo
RT @FlorbelaEspanc5 Insuportável ouvir o Onyx debate da Band Ele não está fazendo campanha para ele Está fazendo campanha para o Bols…,0.47102526,Negativo
RT @onyxlorenzoni Rapaziada daqui pouco Segue o link pro debate que começa às 21h \n\n,0.091030575,Neutro
RT @onyxlorenzoni Rapaziada daqui pouco Segue o link pro debate que começa às 21h \n\n,0.091030575,Neutro
Quando @EdegarPretto falou que vai dar café da manhã aos alunos Ora quando o @ptbrasil passou vida inteira criticando os CIEPS Brizola dizendo que escola não era refeitório @VieiraPDT \n\n#DebateNaBandRS,0.1782455,Positivo
RT @onyxlorenzoni Rapaziada daqui pouco Segue o link pro debate que começa às 21h \n\n,0.091030575,Neutro
RT @onyxlorenzoni Rapaziada daqui pouco Segue o link pro debate que começa às 21h \n\n,0.091030575,Neutro
RT @onyxlorenzoni Hoje à noite \nAcompanhem ,0.022912968,Neutro
#DebateNaBandRS #LulaOlivioPrettoRuas #RSqueOPovoQuer ,0.16834942,Positivo
@onyxlorenzoni Essa esquerda prega odio,0.71887034,Negativo
Leite é mentiroso  Não deu aumento aos professores Assalta nossa folha de pagamento com descontos inexplicáveis todo mês Estorque aposentados seguindo reforma previdenciária criminosa Bolsonaro Faltam professores Evasão absurda Fim descarado da EJA #DebatenaBandRS,0.800372,Negativo
RT @onyxlorenzoni O esquerdista Peninha sujeito que exala ódio e prega violência e crimes em um vídeo  não representa o Rio Grande Su…,0.86052006,Negativo
RT @onyxlorenzoni Hoje à noite \nAcompanhem ,0.022912968,Neutro
RT @onyxlorenzoni Hoje à noite \nAcompanhem ,0.022912968,Neutro
"SOCIAL DEMOCRACIA PAGO - 3\nO governo Peremptório Tarso RS foi pragmático""\nSem piada e nem ironia Para o crescimento econômico de fato social democracia é imbatível RS Não é pouco mas está anos luz da baboseira que tanto prometem\n#DebateNaBandRS",0.67148936,Negativo
RT @onyxlorenzoni Cristã  mãe professora ex-vereadora por dois mandatos vice-prefeita de Guaíba uma vida dedicada servir \nApresent…,0.012811388,Neutro
Mds debate eleitoral é o melhor programa de entretenimento pra mim kkkkkkk\n\nSem contar q tbm apresenta os candidatos pras pessoas q n os conhecem ainda\n\nE eu n aceito q o Edegar Pretto n ganhe essa eleiçãoo\n\nE Deus livre desse Onix \n#DebateNaBandRS,0.4028394,Negativo
RT @onyxlorenzoni Cristã  mãe professora ex-vereadora por dois mandatos vice-prefeita de Guaíba uma vida dedicada servir \nApresent…,0.012811388,Neutro
Eduardo Leite vc deixou escolas públicas RS sucateadas SUCATEADAS Pare de mentir Coisa de moleque Tome vergonha na cara Deixe de ser mimado e egocêntrico \nM O L E Q U E\n#DebateNaBandRS,0.8848714,Negativo
#debatenabandrs leite mente  não ganhamos piso esse é o teto Roubou nosso plano de carreira magistério 🧐,0.57887197,Negativo
"O Rio Grande Sul está com os piores índices na Educação o @EdegarPretto foi lá e macetou Nós já governamos o estado com Olívio Dutra nosso vice é Pedro Ruas pai trabalhismo"" vamos valorizar o trabalhador #DebateNaBandRS #LulaOlivioEdegarRuas #LulaOlivioPrettoRuas ",0.34042552,Positivo
