text,toxicity,emocao
"RT @obrunnocruz Onyx  mensalão petrolão""\n\n#DebateNaBandRS ",0.027821004,Neutro
RT @MCPCiro E não podemos esquecer excelentíssimo @VieiraPDT nossa candidato Ciro pelo Rio Grande sul que estará #DebateNaBan…,0.050362177,Neutro
RT @MCPCiro E não podemos esquecer excelentíssimo @VieiraPDT nossa candidato Ciro pelo Rio Grande sul que estará #DebateNaBan…,0.050362177,Neutro
RT @mariadorosario Importante fala \n@EdegarPretto\n agora #DebateNaBandRS sobre alimentação das nossas crianças e adolescentes nas…,0.08244847,Neutro
RT @mariadorosario Importante fala \n@EdegarPretto\n agora #DebateNaBandRS sobre alimentação das nossas crianças e adolescentes nas…,0.08244847,Neutro
RT @mariadorosario Acompanhando o #DebateNaBandRS por aqui E vocês Acompanho o @EdegarPretto que está muito preparado para liderar nosso…,0.055042017,Neutro
RT @mariadorosario Acompanhando o #DebateNaBandRS por aqui E vocês Acompanho o @EdegarPretto que está muito preparado para liderar nosso…,0.055042017,Neutro
RT @mariadorosario Acompanhando o #DebateNaBandRS por aqui E vocês Acompanho o @EdegarPretto que está muito preparado para liderar nosso…,0.055042017,Neutro
RT @mariadorosario Acompanhando o #DebateNaBandRS por aqui E vocês Acompanho o @EdegarPretto que está muito preparado para liderar nosso…,0.055042017,Neutro
RT @mariadorosario Acompanhando o #DebateNaBandRS por aqui E vocês Acompanho o @EdegarPretto que está muito preparado para liderar nosso…,0.055042017,Neutro
RT @mariadorosario Acompanhando o #DebateNaBandRS por aqui E vocês Acompanho o @EdegarPretto que está muito preparado para liderar nosso…,0.055042017,Neutro
RT @mariadorosario Acompanhando o #DebateNaBandRS por aqui E vocês Acompanho o @EdegarPretto que está muito preparado para liderar nosso…,0.055042017,Neutro
RT @marcelvanhattem Hoje tem debate da Band com os candidatos governador partir das 21h O @partidonovo30 estará presente com @Ricardo…,0.038852096,Neutro
RT @marcelvanhattem Hoje tem debate da Band com os candidatos governador partir das 21h O @partidonovo30 estará presente com @Ricardo…,0.038852096,Neutro
RT @Malacheia3 @giovanicherini Com caixa 2 ou sem caixa 2 @onyxlorenzoni ,0.012811388,Neutro
RT @luizmuller Acompanhe #AoVivo #DebateNaBandRS Começou bem @EdegarPretto dando aula debate,0.04804771,Neutro
RT @luizmuller Acompanhe #AoVivo #DebateNaBandRS Começou bem @EdegarPretto dando aula debate,0.04804771,Neutro
RT @luizmuller #DebateNaBandRS O @EdegarPretto mostrando que veio Junto com #LulaEoPTReconstruirOBrasil e o Rio Grande #DebateNaBand #L…,0.09013535,Neutro
RT @luizmuller #DebateNaBandRS O @EdegarPretto mostrando que veio Junto com #LulaEoPTReconstruirOBrasil e o Rio Grande #DebateNaBand #L…,0.09013535,Neutro
RT @luizmuller #DebateNaBandRS O @EdegarPretto mostrando que veio Junto com #LulaEoPTReconstruirOBrasil e o Rio Grande #DebateNaBand #L…,0.09013535,Neutro
RT @Luizao_Band 21h06 - Porto Alegre\n\n#Fantástico 201\n#DomingoEspetacular 65\n#ProgramaSilvioSantos 63\n#Encrenca 24\n#DebateNaBandRS 18,0.012811388,Neutro
RT @Luizao_Band 21h06 - Porto Alegre\n\n#Fantástico 201\n#DomingoEspetacular 65\n#ProgramaSilvioSantos 63\n#Encrenca 24\n#DebateNaBandRS 18,0.012811388,Neutro
RT @LuckyDuckyBr Debate na Band RS com @onyxlorenzoni,0.055042017,Neutro
RT @lucasgertzm OS GOVERNOS PETISTAS FORAM OS GOVERNOS QUE MAIS INVESTIRAM EM EDUCAÇÃO NESTE PAÍS #DebateNaBandRS  #LulaOlivioPrettoRuas,0.08244847,Neutro
RT @LeonelRadde Eduardo Leite junto com PSDB e MDB deixaram os professores e professoras 7 anos sem reposição slasrial São 14 de escol…,0.07074734,Neutro
RT @LeonelRadde Eduardo Leite junto com PSDB e MDB deixaram os professores e professoras 7 anos sem reposição slasrial São 14 de escol…,0.07074734,Neutro
RT @LeonelRadde Eduardo Leite junto com PSDB e MDB deixaram os professores e professoras 7 anos sem reposição slasrial São 14 de escol…,0.07074734,Neutro
RT @LeonelRadde Eduardo Leite junto com PSDB e MDB deixaram os professores e professoras 7 anos sem reposição slasrial São 14 de escol…,0.07074734,Neutro
RT @lcportinho Tá sobrando #DebateNaBandRS o @EdegarPretto @ptbrasil \n\nCandidato mais preparado e com propostas e realizações p most…,0.08244847,Neutro
RT @JulianaBrizola Os trabalhadores da saúde foram indispensáveis combate à pandemia Sim @vieirapdt apesar de Bolsonaro O presidente…,0.038852096,Neutro
RT @JulianaBrizola Os trabalhadores da saúde foram indispensáveis combate à pandemia Sim @vieirapdt apesar de Bolsonaro O presidente…,0.038852096,Neutro
RT @JulianaBrizola Os trabalhadores da saúde foram indispensáveis combate à pandemia Sim @vieirapdt apesar de Bolsonaro O presidente…,0.038852096,Neutro
RT @JulianaBrizola Os trabalhadores da saúde foram indispensáveis combate à pandemia Sim @vieirapdt apesar de Bolsonaro O presidente…,0.038852096,Neutro
RT @JulianaBrizola O @vieirapdt questiona Leite sobre o ABANDONO da educação com índices altos de evasão escolar educação é o futuro d…,0.038852096,Neutro
RT @JulianaBrizola O @vieirapdt questiona Leite sobre o ABANDONO da educação com índices altos de evasão escolar educação é o futuro d…,0.038852096,Neutro
RT @JulianaBrizola O @vieirapdt questiona Leite sobre o ABANDONO da educação com índices altos de evasão escolar educação é o futuro d…,0.038852096,Neutro
RT @JulianaBrizola Logo mais 21h @bandrs promove o primeiro debate dos candidatos ao Governo Estado Vamos juntos acompanhar as…,0.045691907,Neutro
RT @JulianaBrizola Leite vendeu CEEE por R 100 mil e nossa população sente consequências cada vento mais forte Vieira defende o p…,0.055042017,Neutro
RT @JulianaBrizola Leite vendeu CEEE por R 100 mil e nossa população sente consequências cada vento mais forte Vieira defende o p…,0.055042017,Neutro
RT @JulianaBrizola Leite vendeu CEEE por R 100 mil e nossa população sente consequências cada vento mais forte Vieira defende o p…,0.055042017,Neutro
RT @JulianaBrizola Leite vendeu CEEE por R 100 mil e nossa população sente consequências cada vento mais forte Vieira defende o p…,0.055042017,Neutro
RT @JulianaBrizola Leite vendeu CEEE por R 100 mil e nossa população sente consequências cada vento mais forte Vieira defende o p…,0.055042017,Neutro
RT @JulianaBrizola Leite vendeu CEEE por R 100 mil e nossa população sente consequências cada vento mais forte Vieira defende o p…,0.055042017,Neutro
RT @jana_costa76 Esse é o meu futuro governador @EdegarPretto\n\n #LulaOlivioPrettoRuas\n #DebatenaBandRS ,0.038852096,Neutro
RT @Ivarpavan Hoje à noite primeiro debate com os candidatos ao governo Estado na TV Band\nVamos assistir\n#DebateNaBandRS  #LulaOliv…,0.012811388,Neutro
RT @Henriqueptpel Quem defende educação domiciliar como @TrzeciakDaniel o partido @EduardoLeite_ o @onyxlorenzoni e o @Heinzeoficial…,0.05812213,Neutro
RT @Henriqueptpel Oi @onyxlorenzoni  compra de vacina É GOVERNO FEDERAL  O @jairbolsonaro mal obrigação dele fez Demorou um tempo eno…,0.055042017,Neutro
RT @Henriqueptpel O rapaz Novo explica que o investimento na ferrovias de Minas Gerais foram todos pra transporte de minério e só foi f…,0.14216323,Neutro
RT @Henriqueptpel O que não é bom pro Rio Grande @onyxlorenzoni  é lógica privatista BB e Caixa tiveram lucros mas economia recuou…,0.0782489,Neutro
RT @Henriqueptpel O que não é bom pro Rio Grande @onyxlorenzoni  é lógica privatista BB e Caixa tiveram lucros mas economia recuou…,0.0782489,Neutro
RT @Henriqueptpel O debate começou e já mostramos que estamos com verdade e o compromisso ao lado povo gaúcho \n@EdegarPretto\n #Debate…,0.08244847,Neutro
RT @Henriqueptpel O @onyxlorenzoni  @Heinzeoficial  e @EduardoLeite_ são @jairbolsonaro  só pensam em vender Agora é o Banrisul Seguem…,0.055042017,Neutro
RT @Henriqueptpel O @Heinzeoficial mora em Paris Nada tá dando certo nos modelos que ele defende com @jairbolsonaro  e @EduardoLeite_  O…,0.038852096,Neutro
RT @Henriqueptpel O @EduardoLeite_ fala em mulheres empreendedoras mas como empreender se sob seu governo economia caiu 38 Como cres…,0.086961575,Neutro
RT @Henriqueptpel Falta conhecimento histórico pro @partidonovo30  Governos liberais Rio Grande Sul foram muitos todos deixaram o…,0.012811388,Neutro
RT @Henriqueptpel @edegarpretto é o candidato da ESPERANÇA\n\n #DebateNaBandRS #LulaOlivioPrettoRuas ,0.05197828,Neutro
RT @HenriqueFontana O @EdegarPretto tem 51 anos e nasceu em Miraguaí na Região Celeiro é pai de 3 filhos formado em Gestão Pública e t…,0.038852096,Neutro
RT @gisellebezerra Nosso candidato ao governo Rio Grande Sul propondo uma gestão eficiente dos recursos\n\n@VieiraPDT\n\n#DebateNaBandRS,0.012811388,Neutro
RT @gisellebezerra Nosso candidato ao governo Rio Grande Sul propondo uma gestão eficiente dos recursos\n\n@VieiraPDT\n\n#DebateNaBandRS,0.012811388,Neutro
RT @giovanicherini              º     \n\n#DebateNaBandRS…,0.055042017,Neutro
RT @bandrs Band mantém tradição e realiza o primeiro debate entre os candidatos ao governo RS\n HOJE às 21h\n\nTransmissão simult…,0.055042017,Neutro
RT @bandrs Band mantém tradição e realiza o primeiro debate entre os candidatos ao governo RS\n HOJE às 21h\n\nTransmissão simult…,0.055042017,Neutro
RT @bandrs Band mantém tradição e realiza o primeiro debate entre os candidatos ao governo RS\n HOJE às 21h\n\nTransmissão simult…,0.055042017,Neutro
RT @bandrs Band mantém tradição e realiza o primeiro debate entre os candidatos ao governo RS\n HOJE às 21h\n\nTransmissão simult…,0.055042017,Neutro
"O @onyxlorenzoni fala em  verdade mas apoia o governo que mais mente @jairbolsonaro  Se enrola pra atacar o @ptbrasil  fala em obras inacabadas"" não fez obra ou projeto Recuperar patriotismo é realização com 33 milhões com fome\n#LulaOlivioPrettoRuas\n#DebateNaBandRS",0.4028394,Negativo
Esse Onyx é maluco mané #DebateNaBandRS,0.8223625,Negativo
Qual é autoestima dos brasileiros nesses últimos 4 anos Sr Onyz  Que grande bostaaaaa #DebateNaBandRS,0.69119626,Negativo
"Caixa Dois confesso não pode falar em corrupção""\n\nChupa essa manga @onyxlorenzoni  seu pelego",0.54238683,Negativo
Caixa dois confesso não podem falar em corrupção @EdegarPretto coloca @onyxlorenzoni seu lugar Peleia entre o sujo e o mal lavado,0.76548433,Negativo
O @onyxlorenzoni falando em corrupção kkkkkkkk Vai te ferrar,0.8674699,Negativo
irrita debate pq ficam só gritedo Proposta que é bom nada Parecem aqueles fornecedores que iam visitar e ficavam falando mal concorrente em vez de mostrar seus trabalhos #DebateNaBandRS,0.57962215,Negativo
RT @sigamariaeunice O Leite mentindo de novo Não fez nada pra resolver problemas transporte urbano Temos passagens de ônibus mais…,0.47102526,Negativo
@SaberVital2 @EduardoLeite_ Bora para aonde \nSó se para o olho da rua esse canalha quebrou empresas desempregou pessoas destruiu famílias ,0.800372,Negativo
"@RicardoJobim30 @VieiraPDT @EdegarPretto @LulaOficial @Heinzeoficial @vicentebogo @onyxlorenzoni @jairbolsonaro @EduardoLeite_ Então @Heinzeoficial diz que falta gestão nas escolas pois algumas não tem ar condicionado e diz que irá trocar o pneu com o carro andando"" E @vieirapdt cita frase de Brizola cara é ignorância #DebateNaBandRS",0.45415178,Negativo
Onyx nao sabe nada de nada\neleição regional é regional nao tem nada ver com cenário nacional\nninguém quer nem Bolsonaro presidente muito menos Bolsonaro governador\n#DebateNaBandRS,0.4752405,Negativo
Tabelinha entre Edegar Pretto PT e Onyx Lorenzoni PL para bater em Eduardo Leite\n\nDepois ja voltou o Lula X Bolsonaro de sempre\n\n#DebateNaBandRS,0.43002537,Negativo
Heinze vestido todo de preto se destaca entre os bolsonaristas como se fosse o mais sério Onyx é o raivosinho relativista O #DebatenaBandRS segue retórico,0.67148936,Negativo
